RA,Nome,Ano,Idade,Genero,Ano_ingresso,Anos_na_PM,Instituicao_ensino,Fase_raw,Fase_num,Turma,Pedra,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Nota_Mat,Nota_Por,Nota_Ing,Fase_ideal_raw,Fase_ideal_num,Defasagem,Categoria_Defasagem,Indicado_bolsa,Atingiu_PV,Rec_Psicologia
RA-1491,Aluno-1491,2024,12,Masculino,2024,0.0,Pública,2L,2,2L,Ametista,7.5072,10.0,6.5,6.25,9.002,7.51,7.5,7.78,6.0,7.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1492,Aluno-1492,2024,9,Masculino,2024,0.0,Pública,2L,2,2L,Topázio,8.479020512900002,10.0,8.0,8.8141025645,8.002,7.51,8.75,8.45,6.0,10.0,,Fase 1 (3° e 4° ano),1.0,1,Em fase,,,
RA-1493,Aluno-1493,2024,12,Masculino,2024,0.0,Pública,2M,2,2M,Ágata,6.378661323900001,5.0,4.0,7.8468899525,8.502,7.51,7.1875,5.946666667,3.5,4.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1494,Aluno-1494,2024,11,Feminino,2024,0.0,Pública,2M,2,2M,Quartzo,5.8748823529,10.0,4.25,6.7794117645,0.0,7.51,7.5,5.84,8.5,0.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1495,Aluno-1495,2024,11,Feminino,2021,3.0,Pública,2M,2,2M,Topázio,8.4845030302,10.0,8.25,8.318181818,9.002,7.51,8.75,8.223333333,8.5,8.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1496,Aluno-1496,2024,12,Feminino,2024,0.0,Pública,2M,2,2M,Ágata,6.7799738095,10.0,4.25,5.714285714500001,9.002,7.51,7.8125,6.773333333,2.5,6.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1497,Aluno-1497,2024,12,Feminino,2024,0.0,Pública,2M,2,2M,Quartzo,5.2423787879,10.0,2.0,5.0227272725,0.0,7.51,6.875,6.996666667,4.0,0.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1498,Aluno-1498,2024,13,Feminino,2024,0.0,Pública,2M,2,2M,Ametista,7.147881818200001,5.0,7.0,7.840909091,8.502,7.51,8.125,6.33,5.0,9.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1499,Aluno-1499,2024,12,Feminino,2024,0.0,Pública,2N,2,2N,Ametista,7.914800000000001,10.0,6.5,9.25,8.418,6.885,8.125,7.11,6.0,7.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-15,Aluno-15,2022,18,Masculino,2022,0.0,Escola Pública,7,7,D,Ametista,7.783,5.0,7.3,10.0,8.8,7.5,,7.292,8.0,6.5,,Fase 8 (Universitários),8.0,-1,Moderada,True,False,Não atendido
RA-150,Aluno-150,2022,16,Feminino,2020,2.0,Escola Pública,4,4,H,Ágata,6.962,5.0,6.9,6.3,9.6,6.9,,7.333,5.3,6.7,8.6,Fase 6 (2º EM),6.0,-2,Moderada,True,False,Sem limitações
RA-1500,Aluno-1500,2024,11,Masculino,2024,0.0,Pública,2N,2,2N,Ametista,7.360450000100002,10.0,3.5,8.3333333335,9.502,6.885,8.4375,7.556666667,2.0,5.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1501,Aluno-1501,2024,11,Feminino,2024,0.0,Pública,2N,2,2N,Topázio,8.04495,10.0,5.0,10.0,9.502,7.51,8.4375,7.5,4.5,5.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1502,Aluno-1502,2024,12,Feminino,2024,0.0,Pública,2N,2,2N,Ágata,6.886091025600001,5.0,5.25,7.628205128,8.002,7.51,7.8125,7.39,3.5,7.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1503,Aluno-1503,2024,13,Feminino,2024,0.0,Pública,2P,2,2P,Ágata,6.991699999900001,5.0,2.75,10.0,7.502,7.51,8.958333333,7.723333333,3.0,2.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1504,Aluno-1504,2024,12,Feminino,2024,0.0,Pública,2P,2,2P,Ágata,6.057060605999999,5.0,6.75,4.6136363634999995,7.5,5.63,5.833333333,6.94,5.0,8.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1505,Aluno-1505,2024,13,Masculino,2024,0.0,Pública,2P,2,2P,Ágata,6.7199171717,5.0,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,3.0,4.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1506,Aluno-1506,2024,11,Feminino,2024,0.0,Pública,2R,2,2R,Ametista,7.151855844200001,10.0,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,0.0,7.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1507,Aluno-1507,2024,12,Masculino,2024,0.0,Pública,2R,2,2R,Quartzo,5.046077056300001,5.0,5.0,4.448051948,6.918,7.51,4.583333333,3.776666667,5.0,5.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1508,Aluno-1508,2024,10,Feminino,2024,0.0,Pública,2R,2,2R,Topázio,8.1804207793,10.0,9.25,7.2294372295,7.502,7.51,7.5,8.166666667,10.0,8.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1509,Aluno-1509,2024,11,Masculino,2024,0.0,Pública,2R,2,2R,Ametista,7.560230303200001,10.0,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,7.0,8.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-151,Aluno-151,2022,16,Feminino,2020,2.0,Escola Pública,4,4,H,Ametista,7.563,5.0,8.3,7.5,8.8,6.9,,7.958,7.3,8.0,9.5,Fase 6 (2º EM),6.0,-2,Moderada,True,False,Sem limitações
RA-151,Aluno-151,2023,17,Feminino,2020,3.0,Pública,FASE 5,5,5C,Ágata,6.892541667,5.0,7.9,7.8,0.0,7.52,8.59375,8.1725,6.8,7.0,10.0,Fase 7 (3° EM),7.0,-2,Moderada,,,
RA-1510,Aluno-1510,2024,11,Feminino,2024,0.0,Pública,2R,2,2R,Topázio,9.464745454400001,10.0,10.0,9.7727272725,10.002,7.51,9.583333333,9.003333333,10.0,10.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1511,Aluno-1511,2024,11,Feminino,2024,0.0,Pública,2U,2,2U,Topázio,8.9217077641,10.0,8.75,9.3271221535,10.002,7.51,8.4375,8.556666667,8.0,9.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1512,Aluno-1512,2024,10,Feminino,2024,0.0,Pública,2U,2,2U,Topázio,8.10445,10.0,5.5,10.0,9.502,7.51,7.8125,7.61,7.0,4.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1513,Aluno-1513,2024,12,Feminino,2024,0.0,Pública,2U,2,2U,Ágata,6.5509171717,5.0,3.75,7.5252525255,8.502,7.51,7.5,7.223333333,4.0,3.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1514,Aluno-1514,2024,12,Feminino,2024,0.0,Pública,2U,2,2U,Ametista,7.520576262600001,10.0,5.5,7.979797980000001,9.002,7.51,7.1875,7.273333333,5.0,6.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1515,Aluno-1515,2024,12,Feminino,2024,0.0,Pública,2U,2,2U,Quartzo,5.832133333300001,5.0,3.5,6.6666666665,6.418,6.255,6.875,6.72,6.0,1.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1516,Aluno-1516,2024,13,Feminino,2024,0.0,Privada,3A,3,3A,Ametista,7.217066033133334,10.0,4.666666666666667,5.404288499000001,9.585,9.38,7.96875,7.5475,0.0,5.0,9.0,Fase 3 (7° e 8° ano),3.0,3,Em fase,,,
RA-1517,Aluno-1517,2024,15,Masculino,2024,0.0,Pública,3A,3,3A,Ágata,6.240744444466667,5.0,4.666666666666667,4.305555555666667,9.168,9.38,7.5,6.7075,5.0,4.5,4.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1518,Aluno-1518,2024,15,Feminino,2022,2.0,Pública,3A,3,3A,Quartzo,5.721382142866666,5.0,1.75,5.714285714333333,7.084,9.38,7.65625,6.5825,0.0,3.5,,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1519,Aluno-1519,2024,15,Masculino,2024,0.0,,3A,3,3A,Ametista,7.210222117800001,10.0,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,0.0,6.5,8.0,Fase 3 (7° e 8° ano),3.0,3,Em fase,,,
RA-152,Aluno-152,2022,16,Feminino,2022,0.0,Escola Pública,4,4,L,Ágata,6.712,5.0,6.5,7.0,8.3,7.5,,6.292,4.0,7.0,8.5,Fase 6 (2º EM),6.0,-2,Moderada,False,False,Não atendido
RA-152,Aluno-152,2023,16,Feminino,2022,1.0,Pública,FASE 4,4,4M,Ágata,6.30695,5.0,4.5,7.7,7.9,2.52,7.8125,7.71,4.0,5.0,4.5,Fase 6 (2° EM),6.0,-2,Moderada,,,
RA-152,Aluno-152,2024,17,Feminino,2022,2.0,Pública,5L,5,5L,Ágata,6.5837938596,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.8125,7.443333333,0.0,7.5,8.0,Fase 7 (3° EM),7.0,-2,Moderada,,,
RA-1520,Aluno-1520,2024,14,Feminino,2024,0.0,Pública,3B,3,3B,Ametista,7.0026462121333335,5.0,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,4.0,3.5,,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1521,Aluno-1521,2024,14,Feminino,2024,0.0,Pública,3B,3,3B,Quartzo,5.065788844333333,5.0,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,2.0,5.5,2.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1522,Aluno-1522,2024,13,Masculino,2024,0.0,Pública,3B,3,3B,Topázio,8.3261,10.0,7.0,10.0,8.751,9.38,6.875,7.1275,10.0,4.0,,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1523,Aluno-1523,2024,11,Masculino,2024,0.0,Pública,3B,3,3B,Topázio,8.67371279,10.0,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,8.0,6.5,10.0,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-1524,Aluno-1524,2024,14,Feminino,2024,0.0,Pública,3B,3,3B,Quartzo,5.5473805555333335,5.0,4.0,2.777777777666667,7.917,7.51,7.65625,6.9175,4.0,,,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1525,Aluno-1525,2024,13,Masculino,2024,0.0,Pública,3C,3,3C,Ametista,7.778263492033334,10.0,7.0,8.293650793666666,7.917,5.63,8.541666667,7.553333333,6.5,5.5,9.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1526,Aluno-1526,2024,13,Feminino,2024,0.0,Pública,3D,3,3D,Ametista,7.9798,10.0,3.75,10.0,9.168,8.75,8.125,8.1275,2.0,5.5,,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1527,Aluno-1527,2024,13,Masculino,2024,0.0,Pública,3D,3,3D,Topázio,8.631675000000001,10.0,8.0,10.0,9.168,7.51,7.96875,7.835,9.0,7.0,,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1528,Aluno-1528,2024,13,Masculino,2024,0.0,Pública,3D,3,3D,Ametista,7.622584090933335,10.0,5.666666666666667,7.787878788,9.168,7.51,7.96875,7.335,3.0,6.0,8.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1529,Aluno-1529,2024,14,Feminino,2024,0.0,Pública,3F,3,3F,Ágata,6.710079487200001,5.0,5.5,7.435897436,6.666,7.51,8.125,6.964,6.0,5.5,5.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-153,Aluno-153,2022,14,Feminino,2018,4.0,Rede Decisão,4,4,L,Ametista,7.535,10.0,6.6,8.2,7.9,5.0,,7.708,3.3,7.7,8.8,Fase 4 (9º ano),4.0,0,Em fase,False,False,Requer avaliação
RA-153,Aluno-153,2023,15,Feminino,2018,5.0,Privada - Programa de Apadrinhamento,FASE 5,5,5M,Ametista,7.289966667,10.0,6.4,7.4,9.2,2.52,8.125,7.71,6.0,5.3,8.0,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-153,Aluno-153,2024,16,Feminino,2021,3.0,Privada - Programa de Apadrinhamento,7E,7,7E,Quartzo,4.78185,10.0,0.0,0.0,8.751,6.5675,7.5,7.5,0.0,0.0,0.0,Fase 5 (1° EM),5.0,2,Em fase,,,
RA-1530,Aluno-1530,2024,13,Masculino,2024,0.0,Pública,3F,3,3F,Quartzo,4.6391535714200005,10.0,2.8333333333333335,2.5238095237666665,0.0,8.13,7.03125,5.258,1.5,7.0,0.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1531,Aluno-1531,2024,14,Masculino,2024,0.0,Pública,3F,3,3F,Ametista,7.0491790134,5.0,5.833333333333333,7.9726867336666665,8.751,7.505,7.34375,7.14,4.5,8.0,5.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1532,Aluno-1532,2024,15,Masculino,2024,0.0,Pública,3H,3,3H,Quartzo,4.548544781066667,5.0,2.0,3.9057239053333332,0.0,7.51,7.5,6.832,0.0,6.0,0.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1533,Aluno-1533,2024,14,Feminino,2024,0.0,Pública,3I,3,3I,Topázio,9.089828985533336,10.0,9.5,9.710144927666667,9.168,8.135,8.5,8.3375,10.0,8.5,10.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1534,Aluno-1534,2024,13,Feminino,2024,0.0,Pública,3I,3,3I,Ametista,7.188366666666667,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,2.0,1.5,0.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1535,Aluno-1535,2024,13,Feminino,2024,0.0,Pública,3I,3,3I,Ametista,7.109390969933334,10.0,5.833333333333333,5.103121516333333,8.751,7.51,7.125,7.9175,7.5,5.5,4.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1536,Aluno-1536,2024,15,Feminino,2024,0.0,Pública,3I,3,3I,Ametista,7.653744444466668,5.0,7.0,8.722222222333334,9.168,8.135,7.875,7.4575,10.0,3.5,7.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1537,Aluno-1537,2024,14,Feminino,2024,0.0,Pública,3I,3,3I,Topázio,8.176263231333333,5.0,8.666666666666666,8.33064949,9.168,8.135,8.125,8.67,10.0,6.0,10.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1538,Aluno-1538,2024,13,Masculino,2021,3.0,Pública,3K,3,3K,Ametista,7.9631703704333345,10.0,7.166666666666667,7.935185184999999,9.168,8.13,7.916666667,7.106666667,7.5,6.0,8.0,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-1539,Aluno-1539,2024,13,Feminino,2024,0.0,Pública,3K,3,3K,Ametista,7.709588888900001,10.0,6.833333333333333,9.027777777666666,6.667,6.885,7.708333333,7.056666667,6.0,7.0,7.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-154,Aluno-154,2022,15,Masculino,2017,5.0,Escola Pública,4,4,L,Ágata,6.073,5.0,4.0,6.1,8.3,6.3,,6.833,3.7,6.2,2.1,Fase 5 (1º EM),5.0,-1,Moderada,True,False,Sem limitações
RA-1540,Aluno-1540,2024,14,Feminino,2024,0.0,Pública,3M,3,3M,Quartzo,5.696233333333334,5.0,2.6666666666666665,5.0,8.334,7.51,7.125,6.83,2.0,2.0,4.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1541,Aluno-1541,2024,13,Masculino,2024,0.0,Pública,3M,3,3M,Topázio,8.337,10.0,8.166666666666666,8.633333333333333,9.168,6.88,8.25,7.736,9.0,7.0,8.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1542,Aluno-1542,2024,16,Feminino,2024,0.0,Pública,3M,3,3M,Ágata,6.0886079922,5.0,3.1666666666666665,6.304873294333333,7.501,8.135,7.375,6.966,1.0,3.5,5.0,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-1543,Aluno-1543,2024,14,Masculino,2024,0.0,Pública,3M,3,3M,Ágata,6.754584615400001,5.0,5.0,8.076923077,7.5,7.51,7.25,7.066,6.0,4.0,,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1544,Aluno-1544,2024,14,Feminino,2024,0.0,Pública,3M,3,3M,Ágata,6.905568627466667,5.0,5.833333333333333,8.674509804,8.334,6.885,6.625,6.598,5.5,5.5,6.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1545,Aluno-1545,2024,12,Feminino,2024,0.0,Pública,3N,3,3N,Ametista,7.296598575533334,10.0,8.166666666666666,6.210826211,7.501,8.13,6.25,6.165,8.0,6.5,10.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1546,Aluno-1546,2024,14,Masculino,2024,0.0,Pública,3N,3,3N,Ágata,6.900662108266667,10.0,4.666666666666667,6.374643874666667,8.334,8.75,7.5,6.17,5.0,3.0,6.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1547,Aluno-1547,2024,14,Feminino,2024,0.0,Pública,3N,3,3N,Ágata,6.748480626800001,5.0,6.666666666666667,6.467236467333334,7.917,8.13,7.5,6.335,9.5,6.0,4.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1548,Aluno-1548,2024,13,Feminino,2024,0.0,Pública,3N,3,3N,Ágata,6.482499715066667,10.0,4.833333333333333,5.2421652420000004,8.334,7.51,7.5,5.665,9.0,4.5,1.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1549,Aluno-1549,2024,15,Masculino,2024,0.0,Pública,3N,3,3N,Ágata,6.514862200466668,5.0,4.166666666666667,7.441394335666668,9.585,7.51,7.1875,6.325,5.5,3.0,4.0,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-155,Aluno-155,2022,16,Masculino,2022,0.0,Escola Pública,4,4,L,Ametista,7.051,5.0,5.2,8.3,10.0,7.5,,6.833,4.3,6.8,4.3,Fase 6 (2º EM),6.0,-2,Moderada,True,False,Não atendido
RA-155,Aluno-155,2023,17,Masculino,2022,1.0,Pública,FASE 5,5,5L,Ágata,6.318991667,5.0,4.4,8.1,7.9,5.0,7.03125,6.5875,5.3,2.8,5.2,Fase 7 (3° EM),7.0,-2,Moderada,,,
RA-155,Aluno-155,2024,18,Masculino,2022,2.0,Privada *Parcerias com Bolsa 100%,8F,8,8F,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-1550,Aluno-1550,2024,15,Masculino,2024,0.0,Pública,3P,3,3P,Ágata,6.064236111066667,5.0,4.333333333333333,5.222222222,9.585,7.51,7.03125,6.2025,5.0,3.0,5.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1551,Aluno-1551,2024,15,Masculino,2024,0.0,Pública,3P,3,3P,Quartzo,5.9717087542,5.0,3.5,4.7710437709999995,9.585,7.51,7.5,6.79,1.0,5.5,4.0,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-1552,Aluno-1552,2024,13,Masculino,2024,0.0,Pública,3P,3,3P,Ametista,7.443301282066667,10.0,3.1666666666666665,9.743589743666666,9.585,7.51,7.1875,7.165,1.0,4.5,4.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1553,Aluno-1553,2024,13,Masculino,2024,0.0,Pública,3R,3,3R,Ametista,7.641184313700001,10.0,4.333333333333333,9.003921568666668,8.334,7.51,8.333333333,7.78,6.0,5.0,2.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1554,Aluno-1554,2024,15,Masculino,2024,0.0,Pública,3R,3,3R,Ágata,6.941692592633334,5.0,4.0,9.629629629666667,6.666,8.76,7.291666667,7.22,3.0,,5.0,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-1555,Aluno-1555,2024,13,Masculino,2024,0.0,Pública,3R,3,3R,Ametista,7.4827333334,10.0,3.0,10.0,8.334,6.255,8.125,8.056666667,9.0,0.0,0.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1556,Aluno-1556,2024,14,Masculino,2024,0.0,Pública,3U,3,3U,Ágata,6.666811111166668,10.0,4.0,5.222222222333333,7.917,7.51,7.916666667,7.44,3.5,,4.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1557,Aluno-1557,2024,14,Feminino,2024,0.0,Pública,3U,3,3U,Topázio,8.228500000033334,10.0,7.0,8.916666666666666,9.585,7.51,7.916666667,7.72,6.0,,8.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1558,Aluno-1558,2024,16,Masculino,2024,0.0,Pública,4A,4,4A,Ametista,7.643772047733333,5.0,5.5,8.705360238666666,9.168,8.755,8.5,8.302,5.0,5.5,6.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-1559,Aluno-1559,2024,15,Feminino,2024,0.0,Pública,4A,4,4A,Ágata,6.330428437666668,5.0,4.666666666666667,5.2929755216666665,7.917,6.885,8.375,7.604,8.0,0.0,6.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-156,Aluno-156,2022,15,Masculino,2018,4.0,Escola Pública,4,4,L,Ametista,7.357,5.0,4.4,8.3,10.0,9.4,,7.792,4.7,6.5,2.1,Fase 5 (1º EM),5.0,-1,Moderada,True,False,Sem limitações
RA-1560,Aluno-1560,2024,14,Feminino,2024,0.0,Privada,4A,4,4A,Topázio,8.4721031746,10.0,8.166666666666666,9.206349206333334,9.168,5.635,8.5,8.336,6.0,8.5,10.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-1561,Aluno-1561,2024,16,Masculino,2024,0.0,Pública,4A,4,4A,Ametista,7.9402206349333335,5.0,9.0,9.174603174666666,9.585,5.0,8.0,7.734,8.5,8.5,10.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-1562,Aluno-1562,2024,16,Feminino,2024,0.0,Pública,4B,4,4B,Quartzo,5.458833333333334,5.0,0.5,8.666666666666666,6.25,5.01,6.25,6.8725,0.5,,,Fase 6 (2° EM),6.0,-2,Moderada,,,
RA-1563,Aluno-1563,2024,15,Feminino,2024,0.0,Pública,4B,4,4B,Ametista,7.604211111133335,5.0,7.0,8.305555555666666,8.751,7.51,7.25,8.46,5.0,7.5,8.5,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-1564,Aluno-1564,2024,15,Masculino,2024,0.0,Pública,4B,4,4B,Quartzo,5.0761468806000005,5.0,2.1666666666666665,4.942067736333334,8.334,6.885,5.75,5.2875,1.0,3.5,2.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-1565,Aluno-1565,2024,16,Masculino,2024,0.0,Pública,4B,4,4B,Quartzo,5.816448179266667,5.0,5.5,8.102240896333333,0.0,7.51,6.375,6.0375,7.0,3.0,6.5,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-1566,Aluno-1566,2024,17,Feminino,2024,0.0,Pública,4B,4,4B,Ametista,7.759243871133334,5.0,6.5,9.247219355666667,9.168,7.51,7.75,8.335,3.0,8.0,8.5,Fase 6 (2° EM),6.0,-2,Moderada,,,
RA-1567,Aluno-1567,2024,16,Feminino,2024,0.0,Pública,4B,4,4B,Ametista,7.913942087533334,5.0,8.166666666666666,8.771043771,8.334,7.51,7.75,8.335,5.0,9.5,10.0,Fase 6 (2° EM),6.0,-2,Moderada,,,
RA-1568,Aluno-1568,2024,15,Feminino,2024,0.0,Pública,4B,4,4B,Ametista,7.8003261438000004,5.0,8.166666666666666,7.493464052333334,9.168,7.51,8.0,8.5025,7.5,7.5,9.5,Fase 5 (1° EM),5.0,-1,Moderada,,,
